#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0045786	Negative regulation of cell cycle	9	359	1.23	1.65	1.00e-07	9606.ENSP00000227507,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,TP53,ATM,PTEN,BCL2,TNF,BRCA1,PTPN11,CTNNB1
GO:0050670	Regulation of lymphocyte proliferation	8	242	1.35	1.84	1.13e-07	9606.ENSP00000263341,9606.ENSP00000269571,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000495360	IL1B,ERBB2,ATM,PTEN,JAK2,BCL2,IL6,CTNNB1
GO:0051129	Negative regulation of cellular component organization	11	691	1.03	1.32	1.15e-07	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828	EP300,IL1B,PIK3CA,TP53,ATM,PTEN,SRC,TNF,BRCA1,PIK3R1,AKT1
GO:0048699	Generation of neurons	13	1131	0.89	1.09	1.23e-07	9606.ENSP00000227507,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000300305,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,FGF2,STAT3,TP53,ERBB2,RUNX1,JUN,PTEN,JAK2,BCL2,IL6,PTPN11,CTNNB1
GO:0019221	Cytokine-mediated signaling pathway	9	369	1.22	1.62	1.24e-07	9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451828,9606.ENSP00000489597	IL1B,STAT3,TP53,SRC,JAK2,IL6,TNF,AKT1,PTPN11
GO:0014068	Positive regulation of phosphatidylinositol 3-kinase signaling	6	79	1.71	2.3	1.28e-07	9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000346839,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000398698	FGF2,EGF,FN1,SRC,JAK2,TNF
GO:0050870	Positive regulation of T cell activation	8	251	1.34	1.79	1.46e-07	9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000300305,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000451828,9606.ENSP00000489597	IL1B,PIK3CA,RUNX1,SRC,JAK2,IL6,AKT1,PTPN11
GO:2001236	Regulation of extrinsic apoptotic signaling pathway	7	153	1.49	2.02	1.47e-07	9606.ENSP00000263341,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000451828	IL1B,PTEN,SRC,BCL2,TNF,BRCA1,AKT1
GO:0031099	Regeneration	7	154	1.49	2.01	1.54e-07	9606.ENSP00000227507,9606.ENSP00000300305,9606.ENSP00000360266,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698	CCND1,RUNX1,JUN,JAK2,BCL2,IL6,TNF
GO:1904707	Positive regulation of vascular associated smooth muscle cell proliferation	5	36	1.97	2.47	1.85e-07	9606.ENSP00000264498,9606.ENSP00000360266,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000398698	FGF2,JUN,SRC,JAK2,TNF
GO:0007507	Heart development	10	548	1.09	1.39	2.00e-07	9606.ENSP00000263253,9606.ENSP00000264498,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000489597,9606.ENSP00000495360	EP300,FGF2,TP53,ERBB2,ATM,FN1,JUN,PTEN,PTPN11,CTNNB1
GO:0043170	Macromolecule metabolic process	24	5781	0.45	0.51	2.08e-07	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,FN1,PTEN,SRC,BRCA2,JAK2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,PTPN11,CTNNB1
GO:0001817	Regulation of cytokine production	11	739	1.0	1.25	2.19e-07	9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000489597	IL1B,STAT3,RUNX1,FN1,SRC,JAK2,IL6,TNF,BRCA1,PIK3R1,PTPN11
GO:0065008	Regulation of biological quality	20	3654	0.57	0.64	2.24e-07	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000346839,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,STAT3,TP53,FN1,PTEN,SRC,JAK2,GRB2,BCL2,IL6,TNF,ESR1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:2000045	Regulation of G1/S transition of mitotic cell cycle	7	164	1.46	1.94	2.28e-07	9606.ENSP00000227507,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000381185,9606.ENSP00000451828	CCND1,TP53,EGFR,ATM,PTEN,BCL2,AKT1
GO:0051896	Regulation of protein kinase B signaling	7	166	1.46	1.92	2.46e-07	9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000275493,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000398698	PIK3CA,FGF2,EGF,EGFR,PTEN,SRC,TNF
GO:0016310	Phosphorylation	12	966	0.93	1.12	2.55e-07	9606.ENSP00000227507,9606.ENSP00000263967,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000428056,9606.ENSP00000451828	CCND1,PIK3CA,STAT3,EGF,ERBB2,EGFR,ATM,SRC,JAK2,BCL2,PIK3R1,AKT1
GO:0031960	Response to corticosteroid	7	167	1.45	1.92	2.55e-07	9606.ENSP00000227507,9606.ENSP00000263967,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698	CCND1,PIK3CA,SRC,JAK2,BCL2,IL6,TNF
GO:0050999	Regulation of nitric-oxide synthase activity	5	40	1.93	2.38	2.91e-07	9606.ENSP00000263341,9606.ENSP00000275493,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000451828	IL1B,EGFR,TNF,ESR1,AKT1
GO:0030217	T cell differentiation	7	171	1.44	1.89	2.96e-07	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000428056,9606.ENSP00000495360	STAT3,TP53,ERBB2,BCL2,IL6,PIK3R1,CTNNB1
GO:0001666	Response to hypoxia	8	278	1.29	1.67	3.01e-07	9606.ENSP00000263253,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000478887	EP300,TP53,ATM,PTEN,SRC,BCL2,TNF,MYC
GO:0007548	Sex differentiation	8	282	1.28	1.66	3.34e-07	9606.ENSP00000227507,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000381185,9606.ENSP00000405330,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,ATM,SRC,BRCA2,BCL2,ESR1,PTPN11,CTNNB1
GO:0000003	Reproduction	14	1514	0.8	0.92	3.44e-07	9606.ENSP00000227507,9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000405330,9606.ENSP00000451828,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,IL1B,STAT3,EGFR,ATM,PTEN,SRC,BRCA2,GRB2,BCL2,ESR1,AKT1,PTPN11,CTNNB1
GO:0007420	Brain development	11	775	0.98	1.2	3.44e-07	9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000381185,9606.ENSP00000489597,9606.ENSP00000495360	FGF2,EGF,TP53,EGFR,ATM,PTEN,SRC,BRCA2,BCL2,PTPN11,CTNNB1
GO:0048545	Response to steroid hormone	8	285	1.28	1.65	3.59e-07	9606.ENSP00000227507,9606.ENSP00000263967,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330	CCND1,PIK3CA,SRC,JAK2,BCL2,IL6,TNF,ESR1
GO:0009410	Response to xenobiotic stimulus	9	422	1.16	1.47	3.60e-07	9606.ENSP00000227507,9606.ENSP00000263341,9606.ENSP00000269305,9606.ENSP00000360266,9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000478887,9606.ENSP00000495360	CCND1,IL1B,TP53,JUN,SRC,BCL2,TNF,MYC,CTNNB1
GO:0051345	Positive regulation of hydrolase activity	10	589	1.06	1.31	3.72e-07	9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000346839,9606.ENSP00000371067,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000451828,9606.ENSP00000478887	FGF2,STAT3,ERBB2,EGFR,FN1,JAK2,TNF,ESR1,AKT1,MYC
GO:2001237	Negative regulation of extrinsic apoptotic signaling pathway	6	97	1.62	2.08	3.79e-07	9606.ENSP00000263341,9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000451828	IL1B,SRC,BCL2,TNF,BRCA1,AKT1
GO:0007162	Negative regulation of cell adhesion	8	289	1.27	1.63	3.92e-07	9606.ENSP00000269571,9606.ENSP00000300305,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597	ERBB2,RUNX1,PTEN,SRC,JAK2,PIK3R1,AKT1,PTPN11
GO:0045429	Positive regulation of nitric oxide biosynthetic process	5	43	1.9	2.32	3.92e-07	9606.ENSP00000263341,9606.ENSP00000371067,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000451828	IL1B,JAK2,TNF,ESR1,AKT1
GO:0014065	Phosphatidylinositol 3-kinase signaling	5	45	1.88	2.27	4.79e-07	9606.ENSP00000263967,9606.ENSP00000269571,9606.ENSP00000361021,9606.ENSP00000428056,9606.ENSP00000451828	PIK3CA,ERBB2,PTEN,PIK3R1,AKT1
GO:0034097	Response to cytokine	11	804	0.97	1.16	4.81e-07	9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000451828,9606.ENSP00000489597	IL1B,STAT3,TP53,SRC,JAK2,BCL2,IL6,TNF,BRCA1,AKT1,PTPN11
GO:0042110	T cell activation	8	298	1.26	1.6	4.85e-07	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000361021,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000428056,9606.ENSP00000495360	STAT3,TP53,ERBB2,PTEN,BCL2,IL6,PIK3R1,CTNNB1
GO:0006796	Phosphate-containing compound metabolic process	15	1877	0.73	0.83	5.21e-07	9606.ENSP00000227507,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597	CCND1,PIK3CA,FGF2,STAT3,EGF,ERBB2,EGFR,ATM,PTEN,SRC,JAK2,BCL2,PIK3R1,AKT1,PTPN11
